,Accumulation (mm),Bucket content (mm),amount NRT (mm),amountRT
2019-06-14 04:59:00,155.81,402.14,0.0,0.0
2019-06-14 05:00:00,155.81,402.15,0.0,0.0
2019-06-14 05:01:00,155.81,402.14,0.0,0.0
2019-06-14 05:02:00,155.81,402.14,0.0,0.0
2019-06-14 05:03:00,155.81,402.14,0.0,0.0
2019-06-14 05:04:00,155.81,402.15,0.0,0.0
2019-06-14 05:05:00,155.81,402.14,0.0,0.0
2019-06-14 05:06:00,155.81,402.14,0.0,0.0
2019-06-14 05:07:00,155.81,402.14,0.0,0.0
2019-06-14 05:08:00,155.81,402.14,0.0,0.0
2019-06-14 05:09:00,155.81,402.14,0.0,0.0
2019-06-14 05:10:00,155.81,402.14,0.0,0.0
2019-06-14 05:11:00,155.81,402.14,0.0,0.0
2019-06-14 05:12:00,155.81,402.14,0.0,0.0
2019-06-14 05:13:00,155.81,402.14,0.0,0.0
2019-06-14 05:14:00,155.81,402.14,0.0,0.0
2019-06-14 05:15:00,155.81,402.14,0.0,0.0
2019-06-14 05:16:00,155.81,402.14,0.0,0.0
2019-06-14 05:17:00,155.81,402.15,0.0,0.0
2019-06-14 05:18:00,155.81,402.14,0.0,0.0
2019-06-14 05:19:00,155.81,402.13,0.0,0.0
2019-06-14 05:20:00,155.81,402.14,0.0,0.0
2019-06-14 05:21:00,155.81,402.14,0.0,0.0
2019-06-14 05:22:00,155.81,402.14,0.0,0.0
2019-06-14 05:23:00,155.81,402.15,0.0,0.0
2019-06-14 05:24:00,155.81,402.14,0.0,0.0
2019-06-14 05:25:00,155.81,402.14,0.0,0.0
2019-06-14 05:26:00,155.81,402.14,0.0,0.0
2019-06-14 05:27:00,155.81,402.14,0.0,0.0
2019-06-14 05:28:00,155.81,402.14,0.0,0.0
2019-06-14 05:29:00,155.81,402.14,0.0,0.0
2019-06-14 05:30:00,155.81,402.14,0.0,0.0
2019-06-14 05:31:00,155.81,402.14,0.0,0.0
2019-06-14 05:32:00,155.81,402.14,0.0,0.0
2019-06-14 05:33:00,155.81,402.13,0.0,0.0
2019-06-14 05:34:00,155.81,402.13,0.0,0.0
2019-06-14 05:35:00,155.81,402.13,0.0,0.0
2019-06-14 05:36:00,155.81,402.13,0.0,0.0
2019-06-14 05:37:00,155.81,402.14,0.0,0.0
2019-06-14 05:38:00,155.81,402.14,0.0,0.0
2019-06-14 05:39:00,155.81,402.14,0.0,0.0
2019-06-14 05:40:00,155.81,402.14,0.0,0.0
2019-06-14 05:41:00,155.81,402.13,0.0,0.0
2019-06-14 05:42:00,155.81,402.14,0.0,0.0
2019-06-14 05:43:00,155.81,402.14,0.0,0.0
2019-06-14 05:44:00,155.81,402.14,0.0,0.0
2019-06-14 05:45:00,155.81,402.13,0.0,0.0
2019-06-14 05:46:00,155.81,402.14,0.0,0.0
2019-06-14 05:47:00,155.81,402.14,0.0,0.0
2019-06-14 05:48:00,155.81,402.14,0.0,0.0
2019-06-14 05:49:00,155.81,402.14,0.0,0.0
2019-06-14 05:50:00,155.81,402.13,0.0,0.0
2019-06-14 05:51:00,155.81,402.14,0.0,0.0
2019-06-14 05:52:00,155.81,402.14,0.0,0.0
2019-06-14 05:53:00,155.81,402.13,0.0,0.0
2019-06-14 05:54:00,155.81,402.13,0.0,0.0
2019-06-14 05:55:00,155.81,402.13,0.0,0.0
2019-06-14 05:56:00,155.81,402.14,0.0,0.0
2019-06-14 05:57:00,155.81,402.13,0.0,0.0
2019-06-14 05:58:00,155.81,402.13,0.0,0.0
2019-06-14 05:59:00,155.81,402.13,0.0,0.0
2019-06-14 06:00:00,155.81,402.14,0.0,0.0
2019-06-14 06:01:00,155.81,402.13,0.0,0.0
2019-06-14 06:02:00,155.81,402.14,0.0,0.0
2019-06-14 06:03:00,155.81,402.13,0.0,0.0
2019-06-14 06:04:00,155.81,402.13,0.0,0.0
2019-06-14 06:05:00,155.81,402.13,0.0,0.0
2019-06-14 06:06:00,155.81,402.13,0.0,0.0
2019-06-14 06:07:00,155.81,402.12,0.0,0.0
2019-06-14 06:08:00,155.81,402.13,0.0,0.0
2019-06-14 06:09:00,155.81,402.13,0.0,0.0
2019-06-14 06:10:00,155.81,402.13,0.0,0.0
2019-06-14 06:11:00,155.81,402.13,0.0,0.0
2019-06-14 06:12:00,155.81,402.12,0.0,0.0
2019-06-14 06:13:00,155.81,402.13,0.0,0.0
2019-06-14 06:14:00,155.81,402.13,0.0,0.0
2019-06-14 06:15:00,155.81,402.13,0.0,0.0
2019-06-14 06:16:00,155.81,402.13,0.0,0.0
2019-06-14 06:17:00,155.81,402.12,0.0,0.0
2019-06-14 06:18:00,155.81,402.13,0.0,0.0
2019-06-14 06:19:00,155.81,402.12,0.0,0.0
2019-06-14 06:20:00,155.81,402.13,0.0,0.0
2019-06-14 06:21:00,155.81,402.13,0.0,0.0
2019-06-14 06:22:00,155.81,402.13,0.0,0.0
2019-06-14 06:23:00,155.81,402.13,0.0,0.0
2019-06-14 06:24:00,155.81,402.13,0.0,0.0
2019-06-14 06:25:00,155.81,402.13,0.0,0.0
2019-06-14 06:26:00,155.81,402.13,0.0,0.0
2019-06-14 06:27:00,155.81,402.13,0.0,0.0
2019-06-14 06:28:00,155.81,402.12,0.0,0.0
2019-06-14 06:29:00,155.81,402.13,0.0,0.0
2019-06-14 06:30:00,155.81,402.13,0.0,0.0
2019-06-14 06:31:00,155.81,402.13,0.0,0.0
2019-06-14 06:32:00,155.81,402.13,0.0,0.0
2019-06-14 06:33:00,155.81,402.13,0.0,0.0
2019-06-14 06:34:00,155.81,402.12,0.0,0.0
2019-06-14 06:35:00,155.81,402.13,0.0,0.0
2019-06-14 06:36:00,155.81,402.13,0.0,0.0
2019-06-14 06:37:00,155.81,402.13,0.0,0.0
2019-06-14 06:38:00,155.81,402.13,0.0,0.0
2019-06-14 06:39:00,155.81,402.12,0.0,0.0
2019-06-14 06:40:00,155.81,402.13,0.0,0.0
2019-06-14 06:41:00,155.81,402.13,0.0,0.0
2019-06-14 06:42:00,155.81,402.12,0.0,0.0
2019-06-14 06:43:00,155.81,402.13,0.0,0.0
2019-06-14 06:44:00,155.81,402.13,0.0,0.0
2019-06-14 06:45:00,155.81,402.13,0.0,0.0
2019-06-14 06:46:00,155.81,402.13,0.0,0.0
2019-06-14 06:47:00,155.81,402.13,0.0,0.0
2019-06-14 06:48:00,155.81,402.13,0.0,0.0
2019-06-14 06:49:00,155.81,402.13,0.0,0.0
2019-06-14 06:50:00,155.81,402.13,0.0,0.0
2019-06-14 06:51:00,155.81,402.14,0.0,0.0
2019-06-14 06:52:00,155.81,402.13,0.0,0.0
2019-06-14 06:53:00,155.81,402.13,0.0,0.0
2019-06-14 06:54:00,155.81,402.13,0.0,0.0
2019-06-14 06:55:00,155.81,402.13,0.0,0.0
2019-06-14 06:56:00,155.81,402.13,0.0,0.0
2019-06-14 06:57:00,155.81,402.13,0.0,0.0
2019-06-14 06:58:00,155.81,402.13,0.0,0.0
2019-06-14 06:59:00,155.81,402.12,0.0,0.0
2019-06-14 07:00:00,155.81,402.12,0.0,0.0
2019-06-14 07:01:00,155.81,402.13,0.0,0.0
2019-06-14 07:02:00,155.81,402.13,0.0,0.0
2019-06-14 07:03:00,155.81,402.13,0.0,0.0
2019-06-14 07:04:00,155.81,402.12,0.0,0.0
2019-06-14 07:05:00,155.81,402.13,0.0,0.0
2019-06-14 07:06:00,155.81,402.13,0.0,0.0
2019-06-14 07:07:00,155.81,402.13,0.0,0.0
2019-06-14 07:08:00,155.81,402.12,0.0,0.0
2019-06-14 07:09:00,155.81,402.13,0.0,0.0
2019-06-14 07:10:00,155.81,402.13,0.0,0.0
2019-06-14 07:11:00,155.81,402.13,0.0,0.0
2019-06-14 07:12:00,155.81,402.14,0.0,0.0
2019-06-14 07:13:00,155.81,402.13,0.0,0.0
2019-06-14 07:14:00,155.81,402.13,0.0,0.0
2019-06-14 07:15:00,155.81,402.13,0.0,0.0
2019-06-14 07:16:00,155.81,402.13,0.0,0.0
2019-06-14 07:17:00,155.81,402.13,0.0,0.0
2019-06-14 07:18:00,155.81,402.13,0.0,0.0
2019-06-14 07:19:00,155.81,402.13,0.0,0.0
2019-06-14 07:20:00,155.81,402.13,0.0,0.0
2019-06-14 07:21:00,155.81,402.14,0.0,0.0
2019-06-14 07:22:00,155.81,402.13,0.0,0.0
2019-06-14 07:23:00,155.81,402.13,0.0,0.0
2019-06-14 07:24:00,155.81,402.13,0.0,0.0
2019-06-14 07:25:00,155.81,402.13,0.0,0.0
2019-06-14 07:26:00,155.81,402.13,0.0,0.0
2019-06-14 07:27:00,155.81,402.12,0.0,0.0
2019-06-14 07:28:00,155.81,402.13,0.0,0.0
2019-06-14 07:29:00,155.81,402.13,0.0,0.0
2019-06-14 07:30:00,155.81,402.12,0.0,0.0
2019-06-14 07:31:00,155.81,402.13,0.0,0.0
2019-06-14 07:32:00,155.81,402.13,0.0,0.0
2019-06-14 07:33:00,155.81,402.13,0.0,0.0
2019-06-14 07:34:00,155.81,402.13,0.0,0.0
2019-06-14 07:35:00,155.81,402.13,0.0,0.0
2019-06-14 07:36:00,155.81,402.14,0.0,0.0
2019-06-14 07:37:00,155.81,402.13,0.0,0.0
2019-06-14 07:38:00,155.81,402.13,0.0,0.0
2019-06-14 07:39:00,155.81,402.14,0.0,0.0
2019-06-14 07:40:00,155.81,402.13,0.0,0.0
2019-06-14 07:41:00,155.81,402.13,0.0,0.0
2019-06-14 07:42:00,155.81,402.14,0.0,0.0
2019-06-14 07:43:00,155.81,402.15,0.0,0.0
2019-06-14 07:44:00,155.81,402.15,0.0,0.0
2019-06-14 07:45:00,155.81,402.15,0.0,0.0
2019-06-14 07:46:00,155.81,402.15,0.0,0.0
2019-06-14 07:47:00,155.81,402.15,0.0,0.0
2019-06-14 07:48:00,155.81,402.16,0.0,0.0
2019-06-14 07:49:00,155.81,402.16,0.0,0.0
2019-06-14 07:50:00,155.81,402.15,0.0,0.0
2019-06-14 07:51:00,155.81,402.15,0.0,0.0
2019-06-14 07:52:00,155.81,402.15,0.0,0.0
2019-06-14 07:53:00,155.81,402.15,0.0,0.0
2019-06-14 07:54:00,155.81,402.15,0.0,0.0
2019-06-14 07:55:00,155.81,402.14,0.0,0.0
2019-06-14 07:56:00,155.81,402.14,0.0,0.0
2019-06-14 07:57:00,155.81,402.14,0.0,0.0
2019-06-14 07:58:00,155.81,402.15,0.0,0.0
2019-06-14 07:59:00,155.81,402.14,0.0,0.0
2019-06-14 08:00:00,155.81,402.15,0.0,0.0
2019-06-14 08:01:00,155.81,402.15,0.0,0.0
2019-06-14 08:02:00,155.81,402.15,0.0,0.0
2019-06-14 08:03:00,155.81,402.14,0.0,0.0
2019-06-14 08:04:00,155.81,402.15,0.0,0.0
2019-06-14 08:05:00,155.81,402.14,0.0,0.0
2019-06-14 08:06:00,155.81,402.15,0.0,0.0
2019-06-14 08:07:00,155.81,402.14,0.0,0.0
2019-06-14 08:08:00,155.81,402.15,0.0,0.0
2019-06-14 08:09:00,155.81,402.14,0.0,0.0
2019-06-14 08:10:00,155.81,402.14,0.0,0.0
2019-06-14 08:11:00,155.81,402.15,0.0,0.0
2019-06-14 08:12:00,155.81,402.15,0.0,0.0
2019-06-14 08:13:00,155.81,402.14,0.0,0.0
2019-06-14 08:14:00,155.81,402.14,0.0,0.0
2019-06-14 08:15:00,155.81,402.15,0.0,0.0
2019-06-14 08:16:00,155.81,402.14,0.0,0.0
2019-06-14 08:17:00,155.81,402.14,0.0,0.0
2019-06-14 08:18:00,155.81,402.15,0.0,0.0
2019-06-14 08:19:00,155.81,402.14,0.0,0.0
2019-06-14 08:20:00,155.81,402.14,0.0,0.0
2019-06-14 08:21:00,155.81,402.15,0.0,0.0
2019-06-14 08:22:00,155.81,402.14,0.0,0.0
2019-06-14 08:23:00,155.81,402.15,0.0,0.0
2019-06-14 08:24:00,155.81,402.14,0.0,0.0
2019-06-14 08:25:00,155.81,402.14,0.0,0.0
2019-06-14 08:26:00,155.81,402.14,0.0,0.0
2019-06-14 08:27:00,155.81,402.14,0.0,0.0
2019-06-14 08:28:00,155.81,402.14,0.0,0.0
2019-06-14 08:29:00,155.81,402.14,0.0,0.0
2019-06-14 08:30:00,155.81,402.14,0.0,0.0
2019-06-14 08:31:00,155.81,402.14,0.0,0.0
2019-06-14 08:32:00,155.81,402.14,0.0,0.0
2019-06-14 08:33:00,155.81,402.14,0.0,0.0
2019-06-14 08:34:00,155.81,402.13,0.0,0.0
2019-06-14 08:35:00,155.81,402.14,0.0,0.0
2019-06-14 08:36:00,155.81,402.14,0.0,0.0
2019-06-14 08:37:00,155.81,402.14,0.0,0.0
2019-06-14 08:38:00,155.81,402.14,0.0,0.0
2019-06-14 08:39:00,155.81,402.14,0.0,0.0
2019-06-14 08:40:00,155.81,402.13,0.0,0.0
2019-06-14 08:41:00,155.81,402.13,0.0,0.0
2019-06-14 08:42:00,155.81,402.13,0.0,0.0
2019-06-14 08:43:00,155.81,402.13,0.0,0.0
2019-06-14 08:44:00,155.81,402.14,0.0,0.0
2019-06-14 08:45:00,155.81,402.13,0.0,0.0
2019-06-14 08:46:00,155.81,402.13,0.0,0.0
2019-06-14 08:47:00,155.81,402.14,0.0,0.0
2019-06-14 08:48:00,155.81,402.14,0.0,0.0
2019-06-14 08:49:00,155.81,402.13,0.0,0.0
2019-06-14 08:50:00,155.81,402.13,0.0,0.0
2019-06-14 08:51:00,155.81,402.14,0.0,0.0
2019-06-14 08:52:00,155.81,402.13,0.0,0.0
2019-06-14 08:53:00,155.81,402.13,0.0,0.0
2019-06-14 08:54:00,155.81,402.13,0.0,0.0
2019-06-14 08:55:00,155.81,402.13,0.0,0.0
2019-06-14 08:56:00,155.81,402.13,0.0,0.0
2019-06-14 08:57:00,155.81,402.14,0.0,0.0
2019-06-14 08:58:00,155.81,402.13,0.0,0.0
2019-06-14 08:59:00,155.81,402.13,0.0,0.0
2019-06-14 09:00:00,155.81,402.13,0.0,0.0
2019-06-14 09:01:00,155.81,402.14,0.0,0.0
2019-06-14 09:02:00,155.81,402.13,0.0,0.0
2019-06-14 09:03:00,155.81,402.13,0.0,0.0
2019-06-14 09:04:00,155.81,402.13,0.0,0.0
2019-06-14 09:05:00,155.81,402.14,0.0,0.0
2019-06-14 09:06:00,155.81,402.13,0.0,0.0
2019-06-14 09:07:00,155.81,402.14,0.0,0.0
2019-06-14 09:08:00,155.81,402.13,0.0,0.0
2019-06-14 09:09:00,155.81,402.13,0.0,0.0
2019-06-14 09:10:00,155.81,402.13,0.0,0.0
2019-06-14 09:11:00,155.81,402.13,0.0,0.0
2019-06-14 09:12:00,155.81,402.13,0.0,0.0
2019-06-14 09:13:00,155.81,402.12,0.0,0.0
2019-06-14 09:14:00,155.81,402.13,0.0,0.0
2019-06-14 09:15:00,155.81,402.13,0.0,0.0
2019-06-14 09:16:00,155.81,402.13,0.0,0.0
2019-06-14 09:17:00,155.81,402.12,0.0,0.0
2019-06-14 09:18:00,155.81,402.12,0.0,0.0
2019-06-14 09:19:00,155.81,402.13,0.0,0.0
2019-06-14 09:20:00,155.81,402.12,0.0,0.0
2019-06-14 09:21:00,155.81,402.12,0.0,0.0
2019-06-14 09:22:00,155.81,402.13,0.0,0.0
2019-06-14 09:23:00,155.81,402.13,0.0,0.0
2019-06-14 09:24:00,155.81,402.12,0.0,0.0
2019-06-14 09:25:00,155.81,402.13,0.0,0.0
2019-06-14 09:26:00,155.81,402.12,0.0,0.0
2019-06-14 09:27:00,155.81,402.11,0.0,0.0
2019-06-14 09:28:00,155.81,402.12,0.0,0.0
2019-06-14 09:29:00,155.81,402.12,0.0,0.0
2019-06-14 09:30:00,155.81,402.13,0.0,0.0
2019-06-14 09:31:00,155.81,402.12,0.0,0.0
2019-06-14 09:32:00,155.81,402.12,0.0,0.0
2019-06-14 09:33:00,155.81,402.12,0.0,0.0
2019-06-14 09:34:00,155.81,402.12,0.0,0.0
2019-06-14 09:35:00,155.81,402.12,0.0,0.0
2019-06-14 09:36:00,155.81,402.12,0.0,0.0
2019-06-14 09:37:00,155.81,402.12,0.0,0.0
2019-06-14 09:38:00,155.81,402.12,0.0,0.0
2019-06-14 09:39:00,155.81,402.11,0.0,0.0
2019-06-14 09:40:00,155.81,402.12,0.0,0.0
2019-06-14 09:41:00,155.81,402.12,0.0,0.0
2019-06-14 09:42:00,155.81,402.12,0.0,0.0
2019-06-14 09:43:00,155.81,402.11,0.0,0.0
2019-06-14 09:44:00,155.81,402.12,0.0,0.0
2019-06-14 09:45:00,155.81,402.12,0.0,0.0
2019-06-14 09:46:00,155.81,402.12,0.0,0.0
2019-06-14 09:47:00,155.81,402.12,0.0,0.0
2019-06-14 09:48:00,155.81,402.12,0.0,0.0
2019-06-14 09:49:00,155.81,402.12,0.0,0.0
2019-06-14 09:50:00,155.81,402.12,0.0,0.0
2019-06-14 09:51:00,155.81,402.13,0.0,0.0
2019-06-14 09:52:00,155.81,402.12,0.0,0.0
2019-06-14 09:53:00,155.81,402.12,0.0,0.0
2019-06-14 09:54:00,155.81,402.11,0.0,0.0
2019-06-14 09:55:00,155.81,402.11,0.0,0.0
2019-06-14 09:56:00,155.81,402.11,0.0,0.0
2019-06-14 09:57:00,155.81,402.12,0.0,0.0
2019-06-14 09:58:00,155.81,402.12,0.0,0.0
2019-06-14 09:59:00,155.81,402.12,0.0,0.0
2019-06-14 10:00:00,155.81,402.12,0.0,0.0
2019-06-14 10:01:00,155.81,402.12,0.0,0.0
2019-06-14 10:02:00,155.81,402.12,0.0,0.0
2019-06-14 10:03:00,155.81,402.11,0.0,0.0
2019-06-14 10:04:00,155.81,402.11,0.0,0.0
2019-06-14 10:05:00,155.81,402.11,0.0,0.0
2019-06-14 10:06:00,155.81,402.11,0.0,0.0
2019-06-14 10:07:00,155.81,402.11,0.0,0.0
2019-06-14 10:08:00,155.81,402.11,0.0,0.0
2019-06-14 10:09:00,155.81,402.11,0.0,0.0
2019-06-14 10:10:00,155.81,402.12,0.0,0.0
2019-06-14 10:11:00,155.81,402.12,0.0,0.0
2019-06-14 10:12:00,155.81,402.11,0.0,0.0
2019-06-14 10:13:00,155.81,402.12,0.0,0.0
2019-06-14 10:14:00,155.81,402.13,0.0,0.0
2019-06-14 10:15:00,155.81,402.13,0.0,0.0
2019-06-14 10:16:00,155.81,402.14,0.0,0.0
2019-06-14 10:17:00,155.81,402.17,0.0,0.0
2019-06-14 10:18:00,155.81,402.19,0.0,0.0
2019-06-14 10:19:00,155.81,402.22,0.0,0.0
2019-06-14 10:20:00,155.81,402.23,0.0,0.0
2019-06-14 10:21:00,155.81,402.23,0.0,0.0
2019-06-14 10:22:00,155.87,402.26,0.06,0.06
2019-06-14 10:23:00,155.89,402.37,0.03,0.06
2019-06-14 10:24:00,155.89,402.44,0.0,0.0
2019-06-14 10:25:00,155.91,402.48,0.02,0.0
2019-06-14 10:26:00,155.93,402.49,0.02,0.01
2019-06-14 10:27:00,156.0,402.54,0.07,0.07
2019-06-14 10:28:00,156.08,402.62,0.07,0.07
2019-06-14 10:29:00,156.14,402.71,0.06,0.06
2019-06-14 10:30:00,156.16,402.8,0.03,0.03
2019-06-14 10:31:00,156.18,402.9,0.02,0.09
2019-06-14 10:32:00,156.22,402.96,0.03,0.0
2019-06-14 10:33:00,156.34,403.03,0.12,0.08
2019-06-14 10:34:00,156.42,403.07,0.08,0.08
2019-06-14 10:35:00,156.52,403.12,0.1,0.1
2019-06-14 10:36:00,156.61,403.18,0.1,0.1
2019-06-14 10:37:00,156.67,403.23,0.05,0.05
2019-06-14 10:38:00,156.73,403.3,0.06,0.06
2019-06-14 10:39:00,156.78,403.36,0.06,0.06
2019-06-14 10:40:00,156.82,403.39,0.03,0.03
2019-06-14 10:41:00,156.89,403.42,0.08,0.08
2019-06-14 10:42:00,156.95,403.44,0.05,0.05
2019-06-14 10:43:00,156.95,403.46,0.01,0.01
2019-06-14 10:44:00,157.05,403.47,0.1,0.09
2019-06-14 10:45:00,157.08,403.48,0.02,0.03
2019-06-14 10:46:00,157.1,403.49,0.03,0.02
2019-06-14 10:47:00,157.12,403.49,0.02,0.03
2019-06-14 10:48:00,157.15,403.5,0.02,0.02
2019-06-14 10:49:00,157.17,403.5,0.02,0.02
2019-06-14 10:50:00,157.17,403.49,0.0,0.0
2019-06-14 10:51:00,157.17,403.5,0.0,0.0
2019-06-14 10:52:00,157.17,403.49,0.0,0.0
2019-06-14 10:53:00,157.17,403.48,0.0,0.0
2019-06-14 10:54:00,157.17,403.49,0.0,0.0
2019-06-14 10:55:00,157.17,403.49,0.0,0.0
2019-06-14 10:56:00,157.17,403.49,0.0,0.0
2019-06-14 10:57:00,157.17,403.49,0.0,0.0
2019-06-14 10:58:00,157.17,403.49,0.0,0.0
2019-06-14 10:59:00,157.17,403.48,0.0,0.0
2019-06-14 11:00:00,157.17,403.5,0.0,0.0
2019-06-14 11:01:00,157.17,403.49,0.0,0.0
2019-06-14 11:02:00,157.17,403.49,0.0,0.0
2019-06-14 11:03:00,157.17,403.49,0.0,0.0
2019-06-14 11:04:00,157.17,403.49,0.0,0.0
2019-06-14 11:05:00,157.17,403.48,0.0,0.0
2019-06-14 11:06:00,157.17,403.49,0.0,0.0
2019-06-14 11:07:00,157.17,403.48,0.0,0.0
2019-06-14 11:08:00,157.17,403.49,0.0,0.0
2019-06-14 11:09:00,157.17,403.49,0.0,0.0
2019-06-14 11:10:00,157.17,403.48,0.0,0.0
2019-06-14 11:11:00,157.17,403.49,0.0,0.0
2019-06-14 11:12:00,157.17,403.48,0.0,0.0
2019-06-14 11:13:00,157.17,403.49,0.0,0.0
2019-06-14 11:14:00,157.17,403.49,0.0,0.0
2019-06-14 11:15:00,157.17,403.48,0.0,0.0
2019-06-14 11:16:00,157.17,403.48,0.0,0.0
2019-06-14 11:17:00,157.17,403.49,0.0,0.0
2019-06-14 11:18:00,157.17,403.48,0.0,0.0
2019-06-14 11:19:00,157.17,403.48,0.0,0.0
2019-06-14 11:20:00,157.17,403.49,0.0,0.0
2019-06-14 11:21:00,157.17,403.49,0.0,0.0
2019-06-14 11:22:00,157.17,403.49,0.0,0.0
2019-06-14 11:23:00,157.17,403.51,0.0,0.0
2019-06-14 11:24:00,157.17,403.5,0.0,0.0
2019-06-14 11:25:00,157.17,403.51,0.0,0.0
2019-06-14 11:26:00,157.17,403.51,0.0,0.0
2019-06-14 11:27:00,157.17,403.51,0.0,0.0
2019-06-14 11:28:00,157.17,403.51,0.0,0.0
2019-06-14 11:29:00,157.17,403.51,0.0,0.0
2019-06-14 11:30:00,157.17,403.5,0.0,0.0
2019-06-14 11:31:00,157.17,403.51,0.0,0.0
2019-06-14 11:32:00,157.17,403.51,0.0,0.0
2019-06-14 11:33:00,157.17,403.51,0.0,0.0
2019-06-14 11:34:00,157.17,403.5,0.0,0.0
2019-06-14 11:35:00,157.17,403.5,0.0,0.0
2019-06-14 11:36:00,157.17,403.51,0.0,0.0
2019-06-14 11:37:00,157.17,403.51,0.0,0.0
2019-06-14 11:38:00,157.17,403.5,0.0,0.0
2019-06-14 11:39:00,157.17,403.5,0.0,0.0
2019-06-14 11:40:00,157.17,403.5,0.0,0.0
2019-06-14 11:41:00,157.17,403.5,0.0,0.0
2019-06-14 11:42:00,157.17,403.51,0.0,0.0
2019-06-14 11:43:00,157.17,403.5,0.0,0.0
2019-06-14 11:44:00,157.17,403.5,0.0,0.0
2019-06-14 11:45:00,157.17,403.5,0.0,0.0
2019-06-14 11:46:00,157.17,403.5,0.0,0.0
2019-06-14 11:47:00,157.17,403.5,0.0,0.0
2019-06-14 11:48:00,157.17,403.5,0.0,0.0
2019-06-14 11:49:00,157.17,403.5,0.0,0.0
2019-06-14 11:50:00,157.17,403.5,0.0,0.0
2019-06-14 11:51:00,157.17,403.51,0.0,0.0
2019-06-14 11:52:00,157.17,403.51,0.0,0.0
2019-06-14 11:53:00,157.17,403.5,0.0,0.0
2019-06-14 11:54:00,157.17,403.5,0.0,0.0
2019-06-14 11:55:00,157.17,403.51,0.0,0.0
2019-06-14 11:56:00,157.17,403.5,0.0,0.0
2019-06-14 11:57:00,157.17,403.5,0.0,0.0
2019-06-14 11:58:00,157.17,403.5,0.0,0.0
2019-06-14 11:59:00,157.17,403.5,0.0,0.0
2019-06-14 12:00:00,157.17,403.51,0.0,0.0
2019-06-14 12:01:00,157.17,403.5,0.0,0.0
2019-06-14 12:02:00,157.17,403.5,0.0,0.0
2019-06-14 12:03:00,157.17,403.5,0.0,0.0
2019-06-14 12:04:00,157.17,403.5,0.0,0.0
2019-06-14 12:05:00,157.17,403.5,0.0,0.0
2019-06-14 12:06:00,157.17,403.5,0.0,0.0
2019-06-14 12:07:00,157.17,403.5,0.0,0.0
2019-06-14 12:08:00,157.17,403.5,0.0,0.0
2019-06-14 12:09:00,157.17,403.5,0.0,0.0
2019-06-14 12:10:00,157.17,403.49,0.0,0.0
2019-06-14 12:11:00,157.17,403.5,0.0,0.0
2019-06-14 12:12:00,157.17,403.49,0.0,0.0
2019-06-14 12:13:00,157.17,403.5,0.0,0.0
2019-06-14 12:14:00,157.17,403.5,0.0,0.0
2019-06-14 12:15:00,157.17,403.5,0.0,0.0
2019-06-14 12:16:00,157.17,403.49,0.0,0.0
2019-06-14 12:17:00,157.17,403.49,0.0,0.0
2019-06-14 12:18:00,157.17,403.49,0.0,0.0
2019-06-14 12:19:00,157.17,403.49,0.0,0.0
2019-06-14 12:20:00,157.17,403.49,0.0,0.0
2019-06-14 12:21:00,157.17,403.49,0.0,0.0
2019-06-14 12:22:00,157.17,403.49,0.0,0.0
2019-06-14 12:23:00,157.17,403.49,0.0,0.0
2019-06-14 12:24:00,157.17,403.49,0.0,0.0
2019-06-14 12:25:00,157.17,403.49,0.0,0.0
2019-06-14 12:26:00,157.17,403.49,0.0,0.0
2019-06-14 12:27:00,157.17,403.49,0.0,0.0
2019-06-14 12:28:00,157.17,403.49,0.0,0.0
2019-06-14 12:29:00,157.17,403.5,0.0,0.0
2019-06-14 12:30:00,157.17,403.5,0.0,0.0
2019-06-14 12:31:00,157.17,403.49,0.0,0.0
2019-06-14 12:32:00,157.17,403.49,0.0,0.0
2019-06-14 12:33:00,157.17,403.5,0.0,0.0
2019-06-14 12:34:00,157.17,403.49,0.0,0.0
2019-06-14 12:35:00,157.17,403.49,0.0,0.0
2019-06-14 12:36:00,157.17,403.49,0.0,0.0
2019-06-14 12:37:00,157.17,403.49,0.0,0.0
2019-06-14 12:38:00,157.17,403.49,0.0,0.0
2019-06-14 12:39:00,157.17,403.48,0.0,0.0
2019-06-14 12:40:00,157.17,403.49,0.0,0.0
2019-06-14 12:41:00,157.17,403.48,0.0,0.0
2019-06-14 12:42:00,157.17,403.49,0.0,0.0
2019-06-14 12:43:00,157.17,403.49,0.0,0.0
2019-06-14 12:44:00,157.17,403.49,0.0,0.0
2019-06-14 12:45:00,157.17,403.48,0.0,0.0
2019-06-14 12:46:00,157.17,403.48,0.0,0.0
2019-06-14 12:47:00,157.17,403.49,0.0,0.0
2019-06-14 12:48:00,157.17,403.49,0.0,0.0
2019-06-14 12:49:00,157.17,403.48,0.0,0.0
2019-06-14 12:50:00,157.17,403.49,0.0,0.0
2019-06-14 12:51:00,157.17,403.48,0.0,0.0
2019-06-14 12:52:00,157.17,403.49,0.0,0.0
2019-06-14 12:53:00,157.17,403.48,0.0,0.0
2019-06-14 12:54:00,157.17,403.48,0.0,0.0
2019-06-14 12:55:00,157.17,403.48,0.0,0.0
2019-06-14 12:56:00,157.17,403.49,0.0,0.0
2019-06-14 12:57:00,157.17,403.48,0.0,0.0
2019-06-14 12:58:00,157.17,403.48,0.0,0.0
2019-06-14 12:59:00,157.17,403.48,0.0,0.0
